threat_type,flee_status,armed_with,city,state,latitude,longitude,age,gender,race,was_mental_illness_related,body_camera,year,row_id,has_gun,has_knife,has_blunt_object,has_vehicle,has_replica,has_unarmed,has_other,race_std,share_white,share_black,share_native_american,share_asian,share_hispanic,share_two_or_more,share_missing
point,not,gun,phoenix,AZ,33.46935687904137,-112.05421898363338,27.0,male,,False,False,2024,4831,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,nan,gun,nashua,NH,42.72624775676729,-71.44661746502963,41.0,male,,False,False,2024,4832,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,not,knife,lubbock,TX,33.534285655007224,-101.91162741048312,48.0,male,H,True,False,2024,4833,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
move,not,gun,anchorage,AK,61.203472355253275,-149.8614114644319,21.0,male,,False,True,2024,4834,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
move,not,gun,san antonio,TX,29.508951963097672,-98.58977219981556,19.0,male,H,False,False,2024,4835,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
point,not,gun,dover,DE,39.11812451675917,-75.50870675082196,51.0,male,,False,False,2024,4836,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,jasper,TX,30.91490513491644,-93.98418530623331,67.0,male,B,False,False,2024,4837,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,car,gun,belview,VA,37.164941,-80.481842,44.0,male,W,False,False,2024,4838,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,foot,gun,flowood,MS,32.330889459602496,-90.12094899320878,27.0,male,B,False,False,2024,4839,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,foot,gun,jacksonville,NC,34.75723720511412,-77.40654033136714,39.0,male,B,False,False,2024,4840,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,other,vehicle;gun,brentwood,PA,Unknown/Missing,Unknown/Missing,37.0,male,W,False,True,2024,4841,1,0,0,1,0,0,0,W,1,0,0,0,0,0,0
move,nan,unarmed,casper,WY,42.843243733128475,-106.26080367116408,26.0,male,W,False,False,2024,4842,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
move,not,knife,homestead,FL,25.471590480574193,-80.47819606146834,33.0,male,H,False,False,2024,4843,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,not,gun,baton rouge,LA,30.50089257349699,-91.14260695969544,21.0,male,B,False,True,2024,4844,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,not,gun,hiram,ME,43.89538563474817,-70.81099465659976,39.0,male,W,False,False,2024,4845,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,knife,roanoke,VA,37.30582970787841,-79.97770021438461,41.0,male,B,False,False,2024,4846,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
point,not,replica,vancouver,WA,45.62150302890226,-122.67317824742916,43.0,male,W,False,True,2024,4847,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
flee,foot,unarmed,prescott,AZ,34.57331222531038,-112.470376245846,34.0,male,,False,True,2024,4849,0,0,0,0,0,1,0,NAN,0,0,0,0,0,0,1
move,not,knife;blunt_object,las vegas,NV,36.24054099975547,-115.06207667601858,43.0,male,B,False,False,2024,4850,0,1,1,0,0,0,0,B,0,1,0,0,0,0,0
attack,car,vehicle,cut bank,MT,48.63635474524401,-112.33185906595408,42.0,male,W,False,False,2024,4851,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,harrisburg,PA,40.262596084385805,-76.88607859819571,22.0,male,B,False,False,2024,4852,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,arlington,TX,32.63923977041994,-97.1346321726834,42.0,male,B,False,False,2024,4853,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,not,knife,fort myers,FL,26.623817950443772,-81.87024288699958,33.0,male,,False,False,2024,4854,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,foot,undetermined,espaaola,NM,35.988289721476896,-106.0607449643921,28.0,male,H,False,False,2024,4855,0,0,0,0,0,0,1,H,0,0,0,0,1,0,0
attack,not,unarmed,clayton,NC,35.62866788769128,-78.50346285059078,24.0,male,H,False,False,2024,4856,0,0,0,0,0,1,0,H,0,0,0,0,1,0,0
attack,not,other,belfast,ME,Unknown/Missing,Unknown/Missing,65.0,male,W,False,False,2024,4857,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
undetermined,not,gun,lewistown,PA,40.59766018427258,-77.57946228881792,29.0,male,W,False,False,2024,4858,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,car,knife,columbus,OH,39.9395352655129,-83.118802767112,35.0,male,,False,True,2024,4859,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,pittsburgh,PA,40.367071198099985,-79.96415366923488,54.0,male,B,False,False,2024,4860,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,not,knife,edinburg,TX,26.249501174685395,-98.1022341569203,51.0,male,H,False,False,2024,4861,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
attack,not,knife,opelika,AL,Unknown/Missing,Unknown/Missing,31.0,male,B,False,False,2024,4862,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
undetermined,not,knife,south bend,IN,41.67916310532703,-86.24436667994755,69.0,male,W,False,True,2024,4863,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,gun,eugene,OR,44.09662648369018,-123.11036557134408,41.0,male,,False,False,2024,4864,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,foot,undetermined,corona,CA,33.87686393717881,-117.58046199491736,30.0,female,,False,False,2024,4865,0,0,0,0,0,0,1,NAN,0,0,0,0,0,0,1
undetermined,foot,gun,los angeles,CA,34.26882713004154,-118.41580926610568,20.0,male,H,False,False,2024,4866,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
undetermined,nan,gun,orange,VT,44.133303339642715,-72.41241661753912,41.0,male,,False,True,2024,4867,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,not,gun,bluff city,TN,36.44249424293537,-82.24818718711415,54.0,male,W,False,False,2024,4868,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,foot,gun,minneapolis,MN,29.039620055315876,-98.57935472282009,39.0,male,W,False,True,2024,4869,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,youngstown,OH,41.100173888958075,-80.6875764352709,27.0,male,B,False,False,2024,4870,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,compton,CA,33.90243716146679,-118.25949282229816,30.0,male,H,False,False,2024,4871,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,nan,gun,fords,NJ,40.524551045305515,-74.32127381099276,46.0,male,B,False,False,2024,4872,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,car,vehicle,wilmington,NC,34.219289236342654,-77.8866501967804,34.0,male,W,False,False,2024,4873,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
attack,car,vehicle,alpharetta,GA,34.08889081411125,-84.27281071935616,31.0,female,B,False,False,2024,4874,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
point,not,gun;knife,athens,AL,Unknown/Missing,Unknown/Missing,15.0,male,W,True,False,2024,4875,1,1,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,north las vegas,NV,36.23970070877535,-115.13433316283506,57.0,male,B,False,True,2024,4876,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,not,knife,south jordan,UT,40.5784016,-112.0059941,31.0,male,H,True,False,2024,4877,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
attack,not,knife,los angeles,CA,34.240936238838195,-118.45017395496797,23.0,female,H,False,False,2024,4878,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,foot,gun,auburn,ME,Unknown/Missing,Unknown/Missing,43.0,male,W,False,False,2024,4879,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,newport news,VA,36.98082158776371,-76.4024200113479,38.0,female,,False,False,2024,4880,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,not,knife,brea,CA,33.91619406289525,-117.89977427265818,27.0,male,B,False,False,2024,4881,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
point,not,gun,greenville,SC,34.849939056874994,-82.44115796634749,55.0,male,,False,False,2024,4882,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,knife,denver,CO,39.7556215785994,-104.98739289016996,52.0,male,H,True,False,2024,4883,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,not,gun,pacolet,SC,34.91206421925556,-81.75029950579815,43.0,male,W,False,False,2024,4884,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,nan,gun,rudolph,OH,41.2732093208065,-83.6504061670625,48.0,male,W,True,False,2024,4885,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,vancouver,WA,45.643865419600154,-122.60083123318468,40.0,male,,False,True,2024,4886,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,not,knife,wayne,MI,42.28007396634204,-83.3828049094696,40.0,male,B,True,True,2024,4887,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
point,car,gun,st louis,MO,38.66113985423959,-90.23344029839932,17.0,male,B,False,False,2024,4888,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,car,vehicle,the dalles,OR,45.60409211175844,-121.19621154285284,68.0,male,,False,False,2024,4889,0,0,0,1,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,not,gun,wadsworth,OH,41.02204989104959,-81.71431846507028,54.0,male,W,True,False,2024,4890,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,gun,statesboro,GA,32.38654682494317,-81.83159184702738,25.0,male,B,False,False,2024,4891,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,pueblo,CO,38.309087758460834,-104.6268801327893,34.0,male,H,False,False,2024,4892,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,las cruces,NM,Unknown/Missing,Unknown/Missing,26.0,male,,True,False,2024,4893,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,anchorage,AK,61.2031759674413,-149.74442604394707,58.0,female,,False,False,2024,4894,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,foot,knife,tacoma,WA,47.213443048341325,-122.38512189296662,42.0,male,,False,False,2024,4895,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,car,replica,albuquerque,NM,35.10655951323042,-106.70444074135315,42.0,male,,False,False,2024,4896,0,0,0,0,1,0,0,NAN,0,0,0,0,0,0,1
move,not,knife,knoxville,TN,35.95549861966327,-84.0529654837895,49.0,female,,False,False,2024,4897,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
point,not,gun,las vegas,NV,36.168465717087365,-115.13537716956664,49.0,male,W,False,True,2024,4898,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,chino,CA,34.02011020807172,-117.686873811636,43.0,male,,False,False,2024,4899,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
move,not,knife,somerset,TX,29.152314145624935,-98.66957862391897,42.0,male,H,True,False,2024,4900,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
undetermined,not,gun,craig,CO,40.50692916009031,-107.55955586406006,27.0,male,H,False,False,2024,4901,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
move,not,gun,fort wayne,IN,41.06340858486696,-85.12563890095643,22.0,male,B,False,True,2024,4903,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,not,blunt_object,lubbock,TX,33.5669346904508,-101.97818336441794,37.0,male,H,False,False,2024,4904,0,0,1,0,0,0,0,H,0,0,0,0,1,0,0
shoot,car,gun,galax,VA,36.64154671278835,-80.95467559020389,46.0,male,W,False,False,2024,4905,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,foot,gun,amarillo,TX,35.21465407465299,-101.86634256109184,25.0,male,W,False,False,2024,4906,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,not,knife,birmingham,AL,33.51490734088192,-86.78067483899972,43.0,male,W,True,True,2024,4907,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,foot,undetermined,rex,GA,33.587812074818466,-84.28631370255607,18.0,male,B,False,False,2024,4908,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
shoot,not,gun,granbury,TX,32.38617306257677,-97.80988385531889,38.0,male,W,False,False,2024,4909,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,other,knife,indianapolis,IN,39.909282,-86.0524939,45.0,male,B,False,True,2024,4911,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
undetermined,foot,gun,pomona,CA,34.06112511585821,-117.76336789320372,40.0,male,,False,False,2024,4912,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
point,nan,gun,bent,NM,33.159679688688485,-105.85176767949704,17.0,male,N,False,False,2024,4913,1,0,0,0,0,0,0,N,0,0,1,0,0,0,0
undetermined,nan,undetermined,poplar bluff,MO,36.80935227507039,-90.46753524858606,60.0,male,W,False,False,2024,4914,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
attack,not,knife,miami,FL,25.800862306732867,-80.1909468194096,37.0,female,H,True,False,2024,4915,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,not,gun,melbourne,FL,28.07882929345814,-80.62280025974223,47.0,male,B,False,False,2024,4916,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,not,knife,greensboro,NC,36.045070362658635,-79.8302161946031,28.0,male,,False,False,2024,4917,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
attack,foot,knife,wauchula,FL,27.54369417088481,-81.78182815235701,30.0,male,,False,True,2024,4918,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,other,gun,cincinnati,OH,39.10806926458903,-84.51813493407394,48.0,male,,False,False,2024,4919,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,not,knife,lynchburg,VA,37.35988779607255,-79.17175334111592,32.0,male,,False,False,2024,4920,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,nan,gun,north branch,MN,45.51259590879428,-92.97308825771414,36.0,female,W,True,False,2024,4921,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,nan,gun,jefferson township,MI,41.89813297717898,-84.53458317285018,34.0,male,W,False,False,2024,4922,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,nashville,TN,36.09458721421352,-86.92884075540388,25.0,male,W,True,True,2024,4923,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,vehicle,statesboro,GA,32.52333874118093,-81.73234913075174,53.0,male,,False,False,2024,4924,0,0,0,1,0,0,0,NAN,0,0,0,0,0,0,1
flee,foot,replica,utica,NY,43.09396945006444,-75.25446698630334,13.0,male,A,False,True,2024,4925,0,0,0,0,1,0,0,A,0,0,0,1,0,0,0
move,not,knife,dallas,TX,32.95387955515558,-96.80747579573416,34.0,male,W,False,True,2024,4926,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,not,unknown,melbourne,FL,28.09617984225372,-80.62843812821585,40.0,male,,False,False,2024,4927,0,0,0,0,0,0,1,NAN,0,0,0,0,0,0,1
shoot,not,gun,manchester,NH,Unknown/Missing,Unknown/Missing,56.0,male,,False,True,2024,4928,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
move,not,undetermined,north charleston,SC,32.88943160187114,-79.98434712986594,34.0,male,B,False,False,2024,4929,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
point,not,gun,downey,CA,33.943232574547714,-118.1599988438416,29.0,male,H,True,False,2024,4930,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
point,foot,gun,dayton,OH,39.76021604170011,-84.21194365440536,16.0,male,B,False,True,2024,4931,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,not,knife,taylor mill,KY,39.03346307969113,-84.50261703205365,66.0,male,W,True,True,2024,4932,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,other,gun,waterloo,IA,42.50840880176046,-92.33265235417691,35.0,male,B,False,False,2024,4933,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
move,nan,unarmed,crookston,MN,47.77497594891489,-96.60378456436304,44.0,male,W,True,False,2024,4934,0,0,0,0,0,1,0,W,1,0,0,0,0,0,0
threat,not,gun,fredericksburg,VA,38.238191,-77.398348,38.0,male,B,False,False,2024,4935,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,cranberry township,PA,Unknown/Missing,Unknown/Missing,37.0,male,W,False,False,2024,4938,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,evansville,IN,37.971266819354646,-87.5425839090766,36.0,male,W,True,False,2024,4939,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,fayetteville,NC,35.07554786825998,-78.98255642427215,33.0,male,B,False,False,2024,4940,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,not,gun,oklahoma city,OK,35.50672638922716,-97.5499720861469,22.0,male,B,False,False,2024,4941,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
point,foot,gun,abilene,TX,32.44388745467507,-99.78909375295096,36.0,male,B,False,False,2024,4942,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
shoot,car,gun,spanaway,WA,47.090304,-122.422918,41.0,male,,False,False,2024,4943,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,sioux falls,SD,43.54144345898273,-96.731262482044,26.0,male,W,True,False,2024,4944,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,yellowstone national park,WY,Unknown/Missing,Unknown/Missing,28.0,male,W,False,False,2024,4946,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,not,knife,queens,NY,40.69901773935022,-73.8069556160769,20.0,male,,False,False,2024,4947,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
move,not,gun,dallas,TX,32.711972536581,-96.804515878565,34.0,male,B,False,True,2024,4948,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
undetermined,not,gun,hemet,CA,33.747622403252194,-116.97051614755044,26.0,male,H,False,False,2024,4949,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
point,not,gun,mandeville,LA,30.399060962807543,-90.1152737356594,46.0,male,,False,False,2024,4950,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,car,gun,west jordan,UT,40.59349745240132,-111.92924773333228,45.0,male,W,False,False,2024,4951,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,not,gun,fort hall,ID,Unknown/Missing,Unknown/Missing,20.0,male,N,False,False,2024,4952,1,0,0,0,0,0,0,N,0,0,1,0,0,0,0
move,not,knife,san diego,CA,32.81114302942713,-117.2668039787152,25.0,male,H,True,True,2024,4953,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
nan,not,unarmed,springfield,IL,39.76468314437293,-89.63039384292858,36.0,female,B,True,True,2024,4954,0,0,0,0,0,1,0,B,0,1,0,0,0,0,0
move,car,blunt_object;other,eeasley,SC,34.828736692179675,-82.5390914594547,26.0,male,,False,False,2024,4955,0,0,1,0,0,0,1,NAN,0,0,0,0,0,0,1
attack,not,knife,kasilof,AK,Unknown/Missing,Unknown/Missing,67.0,male,,False,True,2024,4956,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,san antonio,TX,29.410446977137067,-98.43272674280756,52.0,male,H,False,False,2024,4957,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
point,car,gun,old orchard beach,ME,43.521574984567515,-70.37889907960601,38.0,male,W;B,True,False,2024,4958,1,0,0,0,0,0,0,W;B,1,1,0,0,0,1,0
undetermined,nan,knife,wagner,SD,Unknown/Missing,Unknown/Missing,61.0,male,N,False,False,2024,4959,0,1,0,0,0,0,0,N,0,0,1,0,0,0,0
flee,car,vehicle,buffalo,NY,42.9352835169522,-78.82024635653231,25.0,male,B,False,True,2024,4960,0,0,0,1,0,0,0,B,0,1,0,0,0,0,0
undetermined,nan,gun,bedford,TX,32.841174265755804,-97.1334778867655,45.0,male,W,False,False,2024,4961,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,undetermined,carencro,LA,30.3250162449063,-92.09802638507456,53.0,male,W,False,False,2024,4962,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
attack,not,knife,overton,NV,Unknown/Missing,Unknown/Missing,38.0,male,,True,False,2024,4963,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,not,gun,caledonia,WI,Unknown/Missing,Unknown/Missing,37.0,male,W,False,False,2024,4966,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,car,vehicle,los angeles,CA,34.0442321475937,-118.29158680542416,19.0,male,H,False,True,2024,4967,0,0,0,1,0,0,0,H,0,0,0,0,1,0,0
undetermined,foot,undetermined,sulphur,LA,30.22470372463686,-93.37223693857092,37.0,male,W,False,False,2024,4968,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
shoot,not,gun,sparta,TN,35.941543480645294,-85.36361645648626,40.0,male,W,False,False,2024,4969,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,not,gun,loxley,AL,30.633018658214787,-87.78892932682427,74.0,male,,True,False,2024,4970,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,nan,undetermined,bentonville,AR,Unknown/Missing,Unknown/Missing,37.0,male,W,False,False,2024,4971,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
shoot,not,gun,muskogee,OK,35.7009072,-95.4023535,24.0,male,W,False,False,2024,4972,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
shoot,car,vehicle;gun,midlothian,TX,32.49855973519904,-96.99361668137324,42.0,male,W,False,False,2024,4973,1,0,0,1,0,0,0,W,1,0,0,0,0,0,0
move,not,gun,orlando,FL,28.472325970431815,-81.42639205933585,19.0,male,W,False,False,2024,4974,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,car,vehicle,winter haven,FL,Unknown/Missing,Unknown/Missing,19.0,male,W,False,False,2024,4975,0,0,0,1,0,0,0,W,1,0,0,0,0,0,0
move,not,gun,eeasley,SC,34.82156927092514,-82.62104925393476,35.0,male,W,False,False,2024,4976,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,not,knife,tuscaloosa,AL,33.20075006875772,-87.52515563220456,36.0,male,,False,False,2024,4977,0,1,0,0,0,0,0,NAN,0,0,0,0,0,0,1
move,not,gun,los angeles,CA,33.979819154127476,-118.28134031238258,18.0,male,H,False,False,2024,4978,1,0,0,0,0,0,0,H,0,0,0,0,1,0,0
shoot,not,gun,butler,PA,40.85718314723634,-79.97497577674527,20.0,male,W,False,False,2024,4979,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
point,car,gun,micanopy,FL,Unknown/Missing,Unknown/Missing,35.0,male,B;H,False,False,2024,4980,1,0,0,0,0,0,0,B;H,0,1,0,0,1,1,0
undetermined,nan,undetermined,gila river,AZ,33.02922830538381,-111.6462797631718,28.0,male,N,False,False,2024,4981,0,0,0,0,0,0,1,N,0,0,1,0,0,0,0
move,nan,undetermined,marion,IN,40.55356332211119,-85.68949476423764,39.0,male,B,False,True,2024,4982,0,0,0,0,0,0,1,B,0,1,0,0,0,0,0
point,not,replica,beaumont,TX,30.091669944963567,-94.12142916709172,68.0,male,W,True,False,2024,4983,0,0,0,0,1,0,0,W,1,0,0,0,0,0,0
attack,foot,knife,juneau,AK,58.30057378724778,-134.40654201270138,35.0,male,W,False,False,2024,4984,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
flee,other,undetermined,graham,WA,47.0216892460163,-122.33881328944824,38.0,male,,False,False,2024,4985,0,0,0,0,0,0,1,NAN,0,0,0,0,0,0,1
undetermined,nan,undetermined,carrollton,OH,40.50236532117368,-81.07349077730476,25.0,male,W,False,False,2024,4986,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
attack,car,vehicle,rock hill,NY,41.62282,-74.59022,32.0,male,,False,False,2024,4987,0,0,0,1,0,0,0,NAN,0,0,0,0,0,0,1
move,not,knife,milwaukee,WI,43.04854896636907,-87.93004803992542,43.0,male,B,False,True,2024,4988,0,1,0,0,0,0,0,B,0,1,0,0,0,0,0
undetermined,nan,undetermined,alto,GA,Unknown/Missing,Unknown/Missing,33.0,female,W,False,False,2024,4989,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
undetermined,nan,undetermined,alto,GA,Unknown/Missing,Unknown/Missing,45.0,male,W,False,False,2024,4990,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
attack,not,knife;replica,medina,OH,41.128030783570736,-81.88877307429021,37.0,female,W,True,False,2024,4991,0,1,0,0,1,0,0,W,1,0,0,0,0,0,0
undetermined,not,gun,forest hills,PA,40.43049046004153,-79.85774787275211,48.0,male,W,False,False,2024,4992,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,nan,undetermined,tempe,AZ,33.39296488193701,-111.90912551769932,35.0,male,,False,False,2024,4993,0,0,0,0,0,0,1,NAN,0,0,0,0,0,0,1
move,not,gun,mancos,CO,37.38568668491257,-108.35809486654142,42.0,male,,False,False,2024,4995,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
point,not,gun,waikiki,HI,21.27597857504452,-157.82172209582245,56.0,male,,False,False,2024,4997,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
undetermined,not,gun,pine hills,FL,28.605649082011094,-81.47297966242748,31.0,male,B,False,False,2024,4998,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
attack,not,knife,colville,WA,48.58372568644922,-117.9653246698108,,male,W,False,False,2024,5000,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
move,foot,knife,houston,TX,29.73607298880057,-95.6133942936632,27.0,male,H,False,False,2024,5001,0,1,0,0,0,0,0,H,0,0,0,0,1,0,0
point,not,gun,biloxi,MS,30.400338453276262,-88.99257066291746,42.0,male,W,False,False,2024,5002,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
attack,nan,blunt_object;blunt_object,virginia beach,VA,Unknown/Missing,Unknown/Missing,22.0,male,,False,False,2024,5003,0,0,1,0,0,0,0,NAN,0,0,0,0,0,0,1
threat,foot,knife,west hollywood,CA,34.09083527711459,-118.35265948873874,33.0,male,W,False,False,2024,5004,0,1,0,0,0,0,0,W,1,0,0,0,0,0,0
undetermined,nan,unknown,fish creek,MT,Unknown/Missing,Unknown/Missing,68.0,male,W,False,False,2024,5005,0,0,0,0,0,0,1,W,1,0,0,0,0,0,0
attack,not,blunt_object,peoria,IL,40.691621739128145,-89.6215127818204,46.0,male,W,False,False,2024,5006,0,0,1,0,0,0,0,W,1,0,0,0,0,0,0
shoot,foot,gun,san francisco,CA,37.78337205520502,-122.42083078361075,28.0,male,,False,True,2024,5007,1,0,0,0,0,0,0,NAN,0,0,0,0,0,0,1
shoot,foot,gun,fort collins,CO,40.58713147406696,-105.1065212626867,42.0,male,W,False,False,2024,5008,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
threat,nan,gun,kensington,NH,Unknown/Missing,Unknown/Missing,29.0,male,W,True,False,2024,5009,1,0,0,0,0,0,0,W,1,0,0,0,0,0,0
move,not,gun,corpus christi,TX,27.719567904114086,-97.39627117232772,29.0,male,B,False,False,2024,5010,1,0,0,0,0,0,0,B,0,1,0,0,0,0,0
